14/08/2018 - 13:13:33 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
15/08/2018 - 11:59:53 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(WebSecurity web) invoke get Object{}
15/08/2018 - 11:59:54 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> vaadinAuthenticationSuccessHandler() -> Method vaadinAuthenticationSuccessHandler() invoke
15/08/2018 - 11:59:54 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> authenticationManagerBean() -> Method authenticationManagerBean() invoke and return super.authenticationManagerBean
15/08/2018 - 11:59:56 | INFO  | com.devoteam.dls.Application -> run() -> checking if pwd hash uses salt
15/08/2018 - 11:59:56 | INFO  | com.devoteam.dls.Application -> run() -> the following 2 hash should be different
15/08/2018 - 11:59:56 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$oyFUoUuOifbopkDh3AsDwuuLfk2z0sGZUWyRB5uWGrVw.b7xXlw4a
15/08/2018 - 11:59:56 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$AwZ8/sHQjtkVXt/hKOCGo.gVBplyyHFfsJYol5rqnVjIvvPWPAJX6
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.security.SecurityUserDetails
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getEmployee_ID() -> Method getEmployee_ID from class employee invoked {} 
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> setEmployee_ID() -> Method setEmployee_ID from class employee invoked.
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> setUsername() -> Method setUsername from class employee invoked {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> setPassword() -> Method setPassword from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getCreated_date() -> Method getCreated_date from class employee invoked.  {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> setCreated_date() -> Method setCreated_date from class employee invoked. New date  {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getLast_modified_date() -> Method getLast_modified_date from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> setLast_modified_date() -> Method setLast_modified_date from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> setRoles() -> Method setRoles from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
15/08/2018 - 12:00:27 | INFO  | com.devoteam.dls.domain.Role -> getRoleType() -> Method getRoleType from class role invoked {}
15/08/2018 - 12:00:28 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
15/08/2018 - 12:00:28 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
15/08/2018 - 12:00:28 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:17:37 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:17:38 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:17:40 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> passwordEncoder() -> Method passwordEncoder is invoked
17/08/2018 - 11:17:40 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(AuthenticationManagerBuilder auth) and the hashCode is {}
17/08/2018 - 11:17:40 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> rememberMeServices() -> Method rememberMeServices() invoke after the user clicked the enter button on the keyboard
17/08/2018 - 11:17:40 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> sessionAuthenticationStrategy() -> Method sessionAuthenticationStrategy() invoke
17/08/2018 - 11:17:40 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(HttpSecurity http) invoke and get object {}
17/08/2018 - 11:17:40 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(WebSecurity web) invoke get Object{}
17/08/2018 - 11:17:41 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> vaadinAuthenticationSuccessHandler() -> Method vaadinAuthenticationSuccessHandler() invoke
17/08/2018 - 11:17:41 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> authenticationManagerBean() -> Method authenticationManagerBean() invoke and return super.authenticationManagerBean
17/08/2018 - 11:17:44 | INFO  | com.devoteam.dls.Application -> run() -> checking if pwd hash uses salt
17/08/2018 - 11:17:44 | INFO  | com.devoteam.dls.Application -> run() -> the following 2 hash should be different
17/08/2018 - 11:17:44 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$rwbdoDMYgSOggqnd5JhI7ONhfcH7/ManSV1Th3gpDHQZujho.TFuC
17/08/2018 - 11:17:44 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$A5mEhIkxmlHycIBfHoQbAO8XydpfNqhJJvPF/5426z8Y1YeDmxfFS
17/08/2018 - 11:25:40 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:25:40 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:25:42 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> passwordEncoder() -> Method passwordEncoder is invoked
17/08/2018 - 11:25:42 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(AuthenticationManagerBuilder auth) and the hashCode is {}
17/08/2018 - 11:25:42 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> rememberMeServices() -> Method rememberMeServices() invoke after the user clicked the enter button on the keyboard
17/08/2018 - 11:25:42 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> sessionAuthenticationStrategy() -> Method sessionAuthenticationStrategy() invoke
17/08/2018 - 11:25:42 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(HttpSecurity http) invoke and get object {}
17/08/2018 - 11:25:42 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(WebSecurity web) invoke get Object{}
17/08/2018 - 11:25:43 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> vaadinAuthenticationSuccessHandler() -> Method vaadinAuthenticationSuccessHandler() invoke
17/08/2018 - 11:25:43 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> authenticationManagerBean() -> Method authenticationManagerBean() invoke and return super.authenticationManagerBean
17/08/2018 - 11:25:44 | INFO  | com.devoteam.dls.Application -> run() -> checking if pwd hash uses salt
17/08/2018 - 11:25:44 | INFO  | com.devoteam.dls.Application -> run() -> the following 2 hash should be different
17/08/2018 - 11:25:44 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$QLNA9a5ZZmUu.3J4OTiUh.TWmo9Q2D36yWEYPOQs3Y.Uv.UEx2.nG
17/08/2018 - 11:25:44 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$CRS2.y1XXcOdXtYEkNHpn.qKGsrKLpr/zrfN96u21gaypfMbcrCbS
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.security.SecurityUserDetails
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getEmployee_ID() -> Method getEmployee_ID from class employee invoked {} 
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> setEmployee_ID() -> Method setEmployee_ID from class employee invoked.
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> setUsername() -> Method setUsername from class employee invoked {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> setPassword() -> Method setPassword from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getCreated_date() -> Method getCreated_date from class employee invoked.  {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> setCreated_date() -> Method setCreated_date from class employee invoked. New date  {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getLast_modified_date() -> Method getLast_modified_date from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> setLast_modified_date() -> Method setLast_modified_date from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> setRoles() -> Method setRoles from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Role -> getRoleType() -> Method getRoleType from class role invoked {}
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:26:48 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:31:27 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:31:27 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:31:29 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> passwordEncoder() -> Method passwordEncoder is invoked
17/08/2018 - 11:31:29 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(AuthenticationManagerBuilder auth) and the hashCode is {}
17/08/2018 - 11:31:30 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> rememberMeServices() -> Method rememberMeServices() invoke after the user clicked the enter button on the keyboard
17/08/2018 - 11:31:30 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> sessionAuthenticationStrategy() -> Method sessionAuthenticationStrategy() invoke
17/08/2018 - 11:31:30 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(HttpSecurity http) invoke and get object {}
17/08/2018 - 11:31:30 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> configure() -> Method configure(WebSecurity web) invoke get Object{}
17/08/2018 - 11:31:30 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> vaadinAuthenticationSuccessHandler() -> Method vaadinAuthenticationSuccessHandler() invoke
17/08/2018 - 11:31:30 | INFO  | com.devoteam.dls.config.VaadinSpringConfiguration -> authenticationManagerBean() -> Method authenticationManagerBean() invoke and return super.authenticationManagerBean
17/08/2018 - 11:31:32 | INFO  | com.devoteam.dls.Application -> run() -> checking if pwd hash uses salt
17/08/2018 - 11:31:32 | INFO  | com.devoteam.dls.Application -> run() -> the following 2 hash should be different
17/08/2018 - 11:31:32 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$wYpvYfXkocpL4YBNEzoJL.SCwJTrqXd/f5Dcp0xlHzONNhpToa0Qy
17/08/2018 - 11:31:32 | INFO  | com.devoteam.dls.Application -> run() -> $2a$10$0tUaB85/aMFbOtMwzI77DeOIcr/dM2p6Xb4AD6c0EivkWiNk1Gnaq
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.security.SecurityUserDetails
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getEmployee_ID() -> Method getEmployee_ID from class employee invoked {} 
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> setEmployee_ID() -> Method setEmployee_ID from class employee invoked.
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> setUsername() -> Method setUsername from class employee invoked {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> setPassword() -> Method setPassword from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getCreated_date() -> Method getCreated_date from class employee invoked.  {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> setCreated_date() -> Method setCreated_date from class employee invoked. New date  {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getLast_modified_date() -> Method getLast_modified_date from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> setLast_modified_date() -> Method setLast_modified_date from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> setRoles() -> Method setRoles from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Role -> getRoleType() -> Method getRoleType from class role invoked {}
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:31:50 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:43:23 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:43:23 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.security.SecurityUserDetails
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getEmployee_ID() -> Method getEmployee_ID from class employee invoked {} 
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> setEmployee_ID() -> Method setEmployee_ID from class employee invoked.
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> setUsername() -> Method setUsername from class employee invoked {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> setPassword() -> Method setPassword from class employee invoked. {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getCreated_date() -> Method getCreated_date from class employee invoked.  {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> setCreated_date() -> Method setCreated_date from class employee invoked. New date  {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getLast_modified_date() -> Method getLast_modified_date from class employee invoked. {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> setLast_modified_date() -> Method setLast_modified_date from class employee invoked. {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> setRoles() -> Method setRoles from class employee invoked. {}
17/08/2018 - 11:43:35 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.security.SecurityUserDetails
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getEmployee_ID() -> Method getEmployee_ID from class employee invoked {} 
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> setEmployee_ID() -> Method setEmployee_ID from class employee invoked.
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> setUsername() -> Method setUsername from class employee invoked {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> setPassword() -> Method setPassword from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getCreated_date() -> Method getCreated_date from class employee invoked.  {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> setCreated_date() -> Method setCreated_date from class employee invoked. New date  {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getLast_modified_date() -> Method getLast_modified_date from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> setLast_modified_date() -> Method setLast_modified_date from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> setRoles() -> Method setRoles from class employee invoked. {}
17/08/2018 - 11:43:38 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.security.SecurityUserDetails
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getEmployee_ID() -> Method getEmployee_ID from class employee invoked {} 
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> setEmployee_ID() -> Method setEmployee_ID from class employee invoked.
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> setUsername() -> Method setUsername from class employee invoked {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> setPassword() -> Method setPassword from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getCreated_date() -> Method getCreated_date from class employee invoked.  {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> setCreated_date() -> Method setCreated_date from class employee invoked. New date  {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getLast_modified_date() -> Method getLast_modified_date from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> setLast_modified_date() -> Method setLast_modified_date from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> setRoles() -> Method setRoles from class employee invoked. {}
17/08/2018 - 11:49:17 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:18 | INFO  | com.devoteam.dls.domain.Employee -> getRoles() -> Method getRoles from class employee invoked. {}
17/08/2018 - 11:49:18 | INFO  | com.devoteam.dls.domain.Role -> getRoleType() -> Method getRoleType from class role invoked {}
17/08/2018 - 11:49:18 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:18 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:18 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:26 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:49:26 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:49:26 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:49:26 | INFO  | com.devoteam.dls.domain.Employee -> <init>() -> Entity employee created class com.devoteam.dls.domain.Employee
17/08/2018 - 11:49:26 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:49:26 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Role -> <init>() -> Default constructor role create class com.devoteam.dls.domain.Role
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -742812495
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -742812495
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -301387438
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -301387438
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -2083456413
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -2083456413
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. 778912572
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. 778912572
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getUsername() -> Method getUsername from class employee invoked {} 
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> getPassword() -> Method getPassword from class employee invoked. {}
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -742812495
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -301387438
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -2083456413
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. 778912572
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -742812495
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -301387438
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -2083456413
17/08/2018 - 11:49:27 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. 778912572
17/08/2018 - 11:49:34 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -742812495
17/08/2018 - 11:49:34 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -301387438
17/08/2018 - 11:49:34 | INFO  | com.devoteam.dls.domain.Employee -> hashCode() -> Method hashCode from class employee invoked. -2083456413
